draw,terminal_wealth_ideal,terminal_wealth_constrained
339,554359.2878528314,212429.32969658021
340,499248.17337138456,148997.72823446413
341,4361.119917665866,12665.480715600797
342,372752.34492761863,239069.71521623922
343,118908.92667752109,50137.98203835996
344,143714.14654822444,113379.92406766818
345,385545.37536638294,135742.61038076822
346,3877.4352383754285,14734.782682980493
347,18775.451374298606,23234.67825100336
348,5563686.071807021,884849.0547587469
349,50847.82248060437,126452.24085637335
350,49012.05737770021,141061.60447947006
351,4518.456458086981,5073.276057966986
352,1622.0326409397005,3217.032783691419
353,285917.9743951313,149950.9936604835
354,303160.79937510163,62195.36661105368
355,147641.99954443672,74117.88540629936
356,3625455.878542777,226508.29552808483
357,185301.1924516171,155203.1269748958
358,464084.8912240808,445622.6746448425
359,746135.1521027604,1366664.8336013407
360,77476.32535705573,16489.956800519412
361,2409.3580335416036,1775.775287434149
362,21045.440141171814,16559.288295004513
363,72360.72842570812,22076.203541489645
364,22351.115497064744,7697.331788787235
365,32951.99545177456,38464.57850906294
366,375404.053110038,248394.5316934254
367,104002.36184389672,44698.708277371836
368,494850.145058883,271621.1966120494
369,155241.07153626773,96863.41392921457
370,295030.3186293716,128390.16399419012
371,37435.22242711941,21922.794601079288
372,2599.176944345051,5353.49245821683
373,76937.4789811891,47808.66481020318
374,5211968.0481287865,1197157.9527448385
375,39363.22324094322,32086.441480292324
376,42562.50290473079,30685.257172309015
377,67708.5863160365,45791.81987987301
378,3034588.368141024,1177987.8535583904
379,88452.12547341244,17708.882627731597
380,52411.41363014952,45810.621818041705
381,29987.557941935294,16161.275268227137
382,258471.1723674519,238299.41015536874
383,7327.641190913194,12318.149545828996
384,113679.998362244,71810.06794306857
385,3375.1412184014425,10504.52206626516
386,89647.97159658023,82460.97395548734
387,13571.856481614393,20987.47886986886
388,71864.51587495755,77065.61606210354
389,172609.88692232597,468536.57812852185
390,20206.447296802402,36713.28236973447
391,961084.8238128611,593257.033377425
392,1907.5873976373114,13386.061944515208
393,344.64355175623103,2193.2999316028477
394,755381.3196443698,1173519.4429524797
395,37349.955196487135,20478.168385415942
396,245869.420071823,149605.63256091435
397,22380.62290191481,36095.065382944005
398,1605010.4547985347,1355600.0055696338
399,185578.52931944953,44244.21940255943
400,7015.8640430457535,12353.38516477708
401,33978.223828582,80304.05083708969
402,3656.5433642622984,1476.5931162928027
403,37591.538082015824,103617.40063692251
404,24555.101145492186,17184.223081536547
405,8160.391147779611,25963.754234354714
406,23315.592809926446,18177.48424702166
407,1211640.0082885297,141094.30639092097
408,25684.28547406636,30581.718887070943
409,123508.20072374032,35461.014795813986
410,27631.864855792523,15755.869233549043
411,93222.34392435271,40761.697379424186
412,60379.1145681109,29096.17225363437
413,26442.53598207159,13669.308540032642
414,180997.97142803762,66711.1676747171
415,511099.84176465217,76728.36356484193
416,25355.928231381567,26128.438671043492
417,3829.4288700513343,3889.0854578506096
418,1778801.0797984258,1158706.8617006333
419,63083.27494856342,59747.28886928242
420,44938.77085053213,142123.87008386455
421,24211.890642746494,24274.667652941025
422,3609198.708370375,2079367.97403488
423,58922.11424806963,91378.70075992565
424,63080.089691866466,29672.948956993318
425,5508.0717601858905,8451.02586224507
426,1847876.0199877054,414379.72462240024
427,396017.36105267424,49329.52245285281
428,9870.494289125489,15004.607917616144
429,8671.362542335537,17195.638870102364
430,198404.02148107547,43238.26386539112
431,2547.1264057103967,2852.422862824525
432,38460.51825371251,15735.292265603683
433,223851.16408540704,365730.6836644881
434,650131.9196483211,383266.271175186
435,20230.56057996904,5801.849417267965
436,135675.09280875878,64142.57720933688
437,49364.21616391294,48757.116193375754
438,48754.74496936542,32703.8411599521
439,210.4522584323962,1410.220676204979
440,813350.506155368,420530.72150422004
441,1041.855209242867,3433.568202084876
442,7820.648502337518,4274.1791900020735
443,270720.5513744541,92040.37547013022
444,149855.38648379763,64804.52754354937
445,26228.199707247855,102480.22783903035
446,211186.8574812374,28676.217615959355
447,211403.2313432974,270602.384412899
448,21790.045439540096,55594.252644867316
449,274025.26183146273,68590.677845344
450,74217.87683015689,49220.95711705138
451,54380.34689836194,10346.097197700003
