game_id,side,entry_px,wager,our_filled,n_needed,total_volume,volume_at_or_below,vol_at_price,fill_pct,share_of_total,share_of_qualifying,won
585740b6-3c8b-4746-8808-e7635a88c710,YES,0.22,222.42000000000002,1011.0,1011.0,40179.0,1011.0,1011.0,1.0,0.02516239826775181,1.0,0
548df81e-2319-4153-a4df-bf65932d74be,NO,0.22999999999999998,0.21,1.0,1.0,9521.0,1.0,0.0,1.0,0.00010503098414032139,1.0,1
d5b4c575-bc11-412e-893d-9c6ed1889586,YES,0.29,784.9155672499717,2963.2058046295247,2963.2058046295247,15503.0,15420.0,683.0,1.0,0.1911375736715168,0.19216639459335438,0
c8479b40-acd5-45d5-8423-804199b3cc72,YES,0.21,241.2034138349523,1443.9612578526605,1443.9612578526605,40676.0,11393.0,1853.0,1.0,0.03549909671188565,0.12674109171005535,0
6adda940-e25a-4b97-9334-bfcbbb00d303,YES,0.17,282.70590552358306,1771.2244095223941,1771.2244095223941,51905.0,29467.0,18145.0,1.0,0.03412435043873219,0.060108745699338044,0
7a6fecee-f650-46ac-af8f-8dfc5ff13ae2,NO,0.25,618.9802123745249,2718.6530972805426,2718.6530972805426,12019.0,12019.0,388.0,1.0,0.22619628066232986,0.22619628066232986,1
185c1d82-80ca-427a-bb34-b717e2127e2e,YES,0.4,273.47,685.0,685.0,19728.0,685.0,632.0,1.0,0.034722222222222224,1.0,1
c2f7980e-2390-45e9-8977-c6e6d2c1f545,NO,0.27,659.5336091671031,2536.860035258089,2536.860035258089,21372.0,18837.0,6195.0,1.0,0.11870017009442677,0.1346743130677968,0
e8241b1f-576e-4bcf-b7d0-79606aa78b00,NO,0.62,2069.780556414939,3613.0178922287137,3613.0178922287137,21016.0,19429.0,2576.0,1.0,0.17191748630703815,0.1859600541576362,1
50578d4e-21ed-488c-ac01-1008b9b70e0d,NO,0.41000000000000003,1288.6944110265301,3689.1840315043714,3689.1840315043714,22325.0,22325.0,0.0,1.0,0.16524900477063253,0.16524900477063253,1
a1ca524f-e7ce-449f-ab32-66adea0ba523,NO,0.5900000000000001,1153.0900000000001,1957.0,1957.0,14882.0,1957.0,0.0,1.0,0.1315011423195807,1.0,1
64fb0c10-3ce1-4592-a3f9-65395a9e58af,YES,0.41,1245.681598035003,3287.4252579868494,3287.4252579868494,19384.0,16744.0,129.0,1.0,0.16959478219081972,0.19633452329114007,1
de06dc94-ceb2-41b8-bde0-f9f91c917d00,NO,0.28,809.9139597807165,3176.284460695064,3176.284460695064,6443.0,6309.0,468.0,1.0,0.492982222675006,0.5034529181637445,0
1dffe97b-d132-4697-af9f-8b08902da90d,YES,0.14,428.0855492874289,3387.119609903298,3387.119609903298,36260.0,15903.0,11353.0,1.0,0.09341201351084662,0.2129862044836382,0
cd325282-98cc-46dd-a9f0-e2d5d887b51f,YES,0.25,229.05,929.0,929.0,13740.0,929.0,609.0,1.0,0.06761280931586608,1.0,1
6a9e0ff7-c5b4-4a72-b217-41dc4a8caa4f,NO,0.44999999999999996,93.25,212.0,212.0,6931.0,212.0,0.0,1.0,0.030587216851825135,1.0,1
d300ee86-e2e0-4bf4-9247-1d7a3a859e07,NO,0.13,370.07,3377.0,3377.0,3377.0,3377.0,0.0,1.0,1.0,1.0,0
0934f4d6-98dc-4543-b6bd-c04adfa95bf2,NO,0.38,1745.3416483941053,4788.382833497583,4788.382833497583,6362.0,5500.0,582.0,1.0,0.7526536990722388,0.8706150606359242,0
042c5181-7425-497a-8593-922c0cccfc16,NO,0.18999999999999995,822.3522167439413,4627.678981910784,4627.678981910784,12600.0,6659.0,0.0,1.0,0.3672761096754591,0.6949510409837489,0
25596e43-21b0-4411-b093-a5ca0b6480d6,YES,0.51,1808.3823954959396,3623.494893129294,3623.494893129294,18304.0,4537.0,2555.0,1.0,0.1979619150529553,0.7986543736233841,1
076e0d71-c610-4e6f-9814-6099bc1f606b,YES,0.15,454.1417684385321,3027.611789590214,3027.611789590214,24514.0,5256.0,5256.0,1.0,0.12350541688790952,0.5760296403329935,0
