season_year,season_type,game_id,scheduled,status,side,team_id,opponent_id,player_id,player_name,played,active,starter,on_court,minutes,minutes_raw,not_playing_reason,not_playing_description,bronze_file
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,away,a015b02d-845c-40c1-8ef4-844984f47e4d,08ed8274-e29f-4248-bc2e-83cc8ed18d75,95b09658-91ce-423b-b4c9-3c90dfb3a73a,Raegan Beers,True,True,,False,11.216666666666667,11:13,,,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,away,a015b02d-845c-40c1-8ef4-844984f47e4d,08ed8274-e29f-4248-bc2e-83cc8ed18d75,a4610f86-6674-4893-9a2a-bcbcf77d5650,Olivia Nelson-Ododa,True,True,,False,14.983333333333333,14:59,,,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,away,a015b02d-845c-40c1-8ef4-844984f47e4d,08ed8274-e29f-4248-bc2e-83cc8ed18d75,af29f820-e5c3-494b-baf3-9a8ee2ea1d53,Gianna Kneepkens,True,True,,False,12.783333333333333,12:47,,,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
2026,REG,a01c0aa0-885e-4258-82c5-695c2ada9546,2026-05-08T23:30:00+00:00,closed,away,a015b02d-845c-40c1-8ef4-844984f47e4d,08ed8274-e29f-4248-bc2e-83cc8ed18d75,d851048b-0415-4678-9f9a-f49cc03ae802,Diamond Miller,True,True,True,True,24.816666666666666,24:49,,,game_summary__a01c0aa0-885e-4258-82c5-695c2ada9546__20260510T001533Z.json
2026,REG,8f658fb4-cc4e-4499-a66f-025474c73ba8,2026-05-09T02:00:00+00:00,closed,away,4f57ec40-0d35-4b59-bea0-9d040f0d2292,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,4009ca08-3b81-4190-9b13-c08ddb8090a5,Veronica Burton,True,True,True,False,30.833333333333332,30:50,,,game_summary__8f658fb4-cc4e-4499-a66f-025474c73ba8__20260510T001534Z.json
2026,REG,8f658fb4-cc4e-4499-a66f-025474c73ba8,2026-05-09T02:00:00+00:00,closed,away,4f57ec40-0d35-4b59-bea0-9d040f0d2292,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,4d3205f8-4ffe-46d8-87f4-6c01bf670bca,Kaitlyn Chen,True,True,,True,16.233333333333334,16:14,,,game_summary__8f658fb4-cc4e-4499-a66f-025474c73ba8__20260510T001534Z.json
2026,REG,8f658fb4-cc4e-4499-a66f-025474c73ba8,2026-05-09T02:00:00+00:00,closed,away,4f57ec40-0d35-4b59-bea0-9d040f0d2292,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,55cd7443-47da-4835-a946-d4a2338750ba,Gabby Williams,True,True,True,False,23.95,23:57,,,game_summary__8f658fb4-cc4e-4499-a66f-025474c73ba8__20260510T001534Z.json
2026,REG,8f658fb4-cc4e-4499-a66f-025474c73ba8,2026-05-09T02:00:00+00:00,closed,away,4f57ec40-0d35-4b59-bea0-9d040f0d2292,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,7a46f116-94ed-4d89-b585-fa41cf41862c,Kayla Thornton,True,True,True,False,29.95,29:57,,,game_summary__8f658fb4-cc4e-4499-a66f-025474c73ba8__20260510T001534Z.json
2026,REG,8f658fb4-cc4e-4499-a66f-025474c73ba8,2026-05-09T02:00:00+00:00,closed,away,4f57ec40-0d35-4b59-bea0-9d040f0d2292,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,80690c1a-dac9-4a9e-9873-471540551389,Ndjakalenga Mwenentanda,True,True,,True,1.0166666666666666,1:01,,,game_summary__8f658fb4-cc4e-4499-a66f-025474c73ba8__20260510T001534Z.json
2026,REG,8f658fb4-cc4e-4499-a66f-025474c73ba8,2026-05-09T02:00:00+00:00,closed,away,4f57ec40-0d35-4b59-bea0-9d040f0d2292,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,92b50919-8c76-4fcf-ab2e-9497f135f27c,Cecilia Zandalasini,True,True,,False,6.6,6:36,,,game_summary__8f658fb4-cc4e-4499-a66f-025474c73ba8__20260510T001534Z.json
2026,REG,8f658fb4-cc4e-4499-a66f-025474c73ba8,2026-05-09T02:00:00+00:00,closed,away,4f57ec40-0d35-4b59-bea0-9d040f0d2292,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,a8253b50-9712-4562-8f54-e36dac6299cd,Laeticia Amihere,True,True,,True,15.916666666666666,15:55,,,game_summary__8f658fb4-cc4e-4499-a66f-025474c73ba8__20260510T001534Z.json
2026,REG,8f658fb4-cc4e-4499-a66f-025474c73ba8,2026-05-09T02:00:00+00:00,closed,away,4f57ec40-0d35-4b59-bea0-9d040f0d2292,d6a012ed-84aa-48d3-8265-2d3f3ff2199a,b07e1abd-5eea-4883-bc95-6a72e80c75c4,Kaila Charles,True,True,,False,17.083333333333332,17:05,,,game_summary__8f658fb4-cc4e-4499-a66f-025474c73ba8__20260510T001534Z.json
