market_ticker,event_ticker,series_ticker,title,yes_sub_title,no_sub_title,status,market_type,open_time,close_time,expected_expiration_time,settlement_ts,rules_primary,rules_secondary,expiration_value,can_close_early,early_close_condition,result,settlement_value_dollars,last_price_dollars,volume_fp,open_interest_fp,custom_strike
KXWNBAGAME-25JUL26LANY-NY,KXWNBAGAME-25JUL26LANY,KXWNBAGAME,Los Angeles vs New York Winner?,New York,New York,finalized,binary,2025-07-25 12:00:00+00:00,2025-07-27 01:06:37.534162+00:00,2025-07-27 02:00:00+00:00,2025-07-27 01:11:37.250532+00:00,"If New York wins the Los Angeles vs New York professional women's basketball game originally scheduled for Jul 26, 2025, then the market resolves to Yes.","The following market refers to the Los Angeles vs New York professional women's basketball game originally scheduled for Jul 26, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Los Angeles,True,This market will close and expire after a winner is declared.,no,0.0,0.01,238046.0,85410.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25JUL26SEAWSH-SEA,KXWNBAGAME-25JUL26SEAWSH,KXWNBAGAME,Seattle vs Washington Winner?,Seattle,Seattle,finalized,binary,2025-07-25 12:00:00+00:00,2025-07-27 01:38:21.054443+00:00,2025-07-27 02:30:00+00:00,2025-07-27 01:43:21.250407+00:00,"If Seattle wins the Seattle vs Washington professional women's basketball game originally scheduled for Jul 26, 2025, then the market resolves to Yes.","The following market refers to the Seattle vs Washington professional women's basketball game originally scheduled for Jul 26, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Washington,True,This market will close and expire after a winner is declared.,no,0.0,0.01,120267.0,52311.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25JUL26SEAWSH-WSH,KXWNBAGAME-25JUL26SEAWSH,KXWNBAGAME,Seattle vs Washington Winner?,Washington,Washington,finalized,binary,2025-07-25 12:00:00+00:00,2025-07-27 01:38:21.054443+00:00,2025-07-27 02:30:00+00:00,2025-07-27 01:43:21.250407+00:00,"If Washington wins the Seattle vs Washington professional women's basketball game originally scheduled for Jul 26, 2025, then the market resolves to Yes.","The following market refers to the Seattle vs Washington professional women's basketball game originally scheduled for Jul 26, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Washington,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,143696.0,45441.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25JUL27ATLMIN-ATL,KXWNBAGAME-25JUL27ATLMIN,KXWNBAGAME,Atlanta vs Minnesota Winner?,Atlanta,Atlanta,finalized,binary,2025-07-26 12:00:00+00:00,2025-07-28 01:20:47.262599+00:00,2025-07-28 02:00:00+00:00,2025-07-28 01:25:47.451111+00:00,"If Atlanta wins the Atlanta vs Minnesota professional women's basketball game originally scheduled for Jul 27, 2025, then the market resolves to Yes.","The following market refers to the Atlanta vs Minnesota professional women's basketball game originally scheduled for Jul 27, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Atlanta,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,235207.0,114523.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
KXWNBAGAME-25JUL27ATLMIN-MIN,KXWNBAGAME-25JUL27ATLMIN,KXWNBAGAME,Atlanta vs Minnesota Winner?,Minnesota,Minnesota,finalized,binary,2025-07-26 12:00:00+00:00,2025-07-28 01:20:47.262599+00:00,2025-07-28 02:00:00+00:00,2025-07-28 01:25:47.451111+00:00,"If Minnesota wins the Atlanta vs Minnesota professional women's basketball game originally scheduled for Jul 27, 2025, then the market resolves to Yes.","The following market refers to the Atlanta vs Minnesota professional women's basketball game originally scheduled for Jul 27, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Atlanta,True,This market will close and expire after a winner is declared.,no,0.0,0.01,160917.0,70461.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25JUL27GSCONN-CONN,KXWNBAGAME-25JUL27GSCONN,KXWNBAGAME,Golden State vs Connecticut Winner?,Connecticut,Connecticut,finalized,binary,2025-07-26 12:00:00+00:00,2025-07-27 19:20:45.556918+00:00,2025-07-27 20:00:00+00:00,2025-07-27 19:25:45.260512+00:00,"If Connecticut wins the Golden State vs Connecticut professional women's basketball game originally scheduled for Jul 27, 2025, then the market resolves to Yes.","The following market refers to the Golden State vs Connecticut professional women's basketball game originally scheduled for Jul 27, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Connecticut,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,155770.0,60282.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25JUL27GSCONN-GS,KXWNBAGAME-25JUL27GSCONN,KXWNBAGAME,Golden State vs Connecticut Winner?,Golden State,Golden State,finalized,binary,2025-07-26 12:00:00+00:00,2025-07-27 19:20:45.556918+00:00,2025-07-27 20:00:00+00:00,2025-07-27 19:25:45.260512+00:00,"If Golden State wins the Golden State vs Connecticut professional women's basketball game originally scheduled for Jul 27, 2025, then the market resolves to Yes.","The following market refers to the Golden State vs Connecticut professional women's basketball game originally scheduled for Jul 27, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Connecticut,True,This market will close and expire after a winner is declared.,no,0.0,0.01,151075.0,94161.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25JUL27INDCHI-CHI,KXWNBAGAME-25JUL27INDCHI,KXWNBAGAME,Indiana vs Chicago Winner?,Chicago,Chicago,finalized,binary,2025-07-26 12:00:00+00:00,2025-07-27 21:16:34.104916+00:00,2025-07-27 22:00:00+00:00,2025-07-27 21:21:34.650619+00:00,"If Chicago wins the Indiana vs Chicago professional women's basketball game originally scheduled for Jul 27, 2025, then the market resolves to Yes.","The following market refers to the Indiana vs Chicago professional women's basketball game originally scheduled for Jul 27, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Indiana,True,This market will close and expire after a winner is declared.,no,0.0,0.01,158058.0,116573.0,{'basketball_team': '3512bac1-d718-416b-bd86-697f361f6e68'}
KXWNBAGAME-25JUL27INDCHI-IND,KXWNBAGAME-25JUL27INDCHI,KXWNBAGAME,Indiana vs Chicago Winner?,Indiana,Indiana,finalized,binary,2025-07-26 12:00:00+00:00,2025-07-27 21:16:34.104916+00:00,2025-07-27 22:00:00+00:00,2025-07-27 21:21:34.650619+00:00,"If Indiana wins the Indiana vs Chicago professional women's basketball game originally scheduled for Jul 27, 2025, then the market resolves to Yes.","The following market refers to the Indiana vs Chicago professional women's basketball game originally scheduled for Jul 27, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Indiana,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,57426.0,42305.0,{'basketball_team': '4a9939f7-dd96-474a-a036-525722701370'}
KXWNBAGAME-25JUL27LVDAL-DAL,KXWNBAGAME-25JUL27LVDAL,KXWNBAGAME,Las Vegas vs Dallas Winner?,Dallas,Dallas,finalized,binary,2025-07-26 12:00:00+00:00,2025-07-27 22:22:46.418250+00:00,2025-07-27 23:00:00+00:00,2025-07-27 22:27:46.650854+00:00,"If Dallas wins the Las Vegas vs Dallas professional women's basketball game originally scheduled for Jul 27, 2025, then the market resolves to Yes.","The following market refers to the Las Vegas vs Dallas professional women's basketball game originally scheduled for Jul 27, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,159058.0,127466.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25JUL27LVDAL-LV,KXWNBAGAME-25JUL27LVDAL,KXWNBAGAME,Las Vegas vs Dallas Winner?,Las Vegas,Las Vegas,finalized,binary,2025-07-26 12:00:00+00:00,2025-07-27 22:22:46.418250+00:00,2025-07-27 23:00:00+00:00,2025-07-27 22:27:46.650854+00:00,"If Las Vegas wins the Las Vegas vs Dallas professional women's basketball game originally scheduled for Jul 27, 2025, then the market resolves to Yes.","The following market refers to the Las Vegas vs Dallas professional women's basketball game originally scheduled for Jul 27, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,78212.0,54084.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25JUL27PHXWSH-PHX,KXWNBAGAME-25JUL27PHXWSH,KXWNBAGAME,Phoenix vs Washington Winner?,Phoenix,Phoenix,finalized,binary,2025-07-26 12:00:00+00:00,2025-07-28 00:06:40.509377+00:00,2025-07-28 01:00:00+00:00,2025-07-28 00:11:40.650768+00:00,"If Phoenix wins the Phoenix vs Washington professional women's basketball game originally scheduled for Jul 27, 2025, then the market resolves to Yes.","The following market refers to the Phoenix vs Washington professional women's basketball game originally scheduled for Jul 27, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Phoenix,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,120813.0,52487.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25JUL27PHXWSH-WSH,KXWNBAGAME-25JUL27PHXWSH,KXWNBAGAME,Phoenix vs Washington Winner?,Washington,Washington,finalized,binary,2025-07-26 12:00:00+00:00,2025-07-28 00:06:40.509377+00:00,2025-07-28 01:00:00+00:00,2025-07-28 00:11:40.650768+00:00,"If Washington wins the Phoenix vs Washington professional women's basketball game originally scheduled for Jul 27, 2025, then the market resolves to Yes.","The following market refers to the Phoenix vs Washington professional women's basketball game originally scheduled for Jul 27, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Phoenix,True,This market will close and expire after a winner is declared.,no,0.0,0.01,192719.0,97998.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25JUL28NYDAL-DAL,KXWNBAGAME-25JUL28NYDAL,KXWNBAGAME,New York vs Dallas Winner?,Dallas,Dallas,finalized,binary,2025-07-27 12:00:00+00:00,2025-07-29 02:18:36.639198+00:00,2025-07-29 03:00:00+00:00,2025-07-29 02:23:36.251450+00:00,"If Dallas wins the New York vs Dallas professional women's basketball game originally scheduled for Jul 28, 2025, then the market resolves to Yes.","The following market refers to the New York vs Dallas professional women's basketball game originally scheduled for Jul 28, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Dallas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,182273.0,80042.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25JUL28NYDAL-NY,KXWNBAGAME-25JUL28NYDAL,KXWNBAGAME,New York vs Dallas Winner?,New York,New York,finalized,binary,2025-07-27 12:00:00+00:00,2025-07-29 02:18:36.639198+00:00,2025-07-29 03:00:00+00:00,2025-07-29 02:23:36.251450+00:00,"If New York wins the New York vs Dallas professional women's basketball game originally scheduled for Jul 28, 2025, then the market resolves to Yes.","The following market refers to the New York vs Dallas professional women's basketball game originally scheduled for Jul 28, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Dallas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,104458.0,63847.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25JUL28SEACONN-CONN,KXWNBAGAME-25JUL28SEACONN,KXWNBAGAME,Seattle vs Connecticut Winner?,Connecticut,Connecticut,finalized,binary,2025-07-27 12:00:00+00:00,2025-07-29 01:08:14.069451+00:00,2025-07-29 02:00:00+00:00,2025-07-29 01:13:14.251152+00:00,"If Connecticut wins the Seattle vs Connecticut professional women's basketball game originally scheduled for Jul 28, 2025, then the market resolves to Yes.","The following market refers to the Seattle vs Connecticut professional women's basketball game originally scheduled for Jul 28, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Seattle,True,This market will close and expire after a winner is declared.,no,0.0,0.01,150162.0,97090.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25JUL28SEACONN-SEA,KXWNBAGAME-25JUL28SEACONN,KXWNBAGAME,Seattle vs Connecticut Winner?,Seattle,Seattle,finalized,binary,2025-07-27 12:00:00+00:00,2025-07-29 01:08:14.069451+00:00,2025-07-29 02:00:00+00:00,2025-07-29 01:13:14.251152+00:00,"If Seattle wins the Seattle vs Connecticut professional women's basketball game originally scheduled for Jul 28, 2025, then the market resolves to Yes.","The following market refers to the Seattle vs Connecticut professional women's basketball game originally scheduled for Jul 28, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Seattle,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,46682.0,33113.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25JUL29CHIWSH-CHI,KXWNBAGAME-25JUL29CHIWSH,KXWNBAGAME,Chicago vs Washington Winner?,Chicago,Chicago,finalized,binary,2025-07-28 12:00:00+00:00,2025-07-30 02:16:13.344615+00:00,2025-07-30 02:30:00+00:00,2025-07-30 02:21:13.363146+00:00,"If Chicago wins the Chicago vs Washington professional women's basketball game originally scheduled for Jul 29, 2025, then the market resolves to Yes.","The following market refers to the Chicago vs Washington professional women's basketball game originally scheduled for Jul 29, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Washington,True,This market will close and expire after a winner is declared.,no,0.0,0.01,119973.0,52618.0,{'basketball_team': '3512bac1-d718-416b-bd86-697f361f6e68'}
KXWNBAGAME-25JUL29CHIWSH-WSH,KXWNBAGAME-25JUL29CHIWSH,KXWNBAGAME,Chicago vs Washington Winner?,Washington,Washington,finalized,binary,2025-07-28 12:00:00+00:00,2025-07-30 02:16:13.344615+00:00,2025-07-30 02:30:00+00:00,2025-07-30 02:21:13.363146+00:00,"If Washington wins the Chicago vs Washington professional women's basketball game originally scheduled for Jul 29, 2025, then the market resolves to Yes.","The following market refers to the Chicago vs Washington professional women's basketball game originally scheduled for Jul 29, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Washington,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,106417.0,49873.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25JUL29GSATL-ATL,KXWNBAGAME-25JUL29GSATL,KXWNBAGAME,Golden State vs Atlanta Winner?,Atlanta,Atlanta,finalized,binary,2025-07-28 12:00:00+00:00,2025-07-30 02:04:35.393889+00:00,2025-07-30 02:30:00+00:00,2025-07-30 02:09:35.363152+00:00,"If Atlanta wins the Golden State vs Atlanta professional women's basketball game originally scheduled for Jul 29, 2025, then the market resolves to Yes.","The following market refers to the Golden State vs Atlanta professional women's basketball game originally scheduled for Jul 29, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Golden State,True,This market will close and expire after a winner is declared.,no,0.0,0.01,160710.0,55107.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
KXWNBAGAME-25JUL29GSATL-GS,KXWNBAGAME-25JUL29GSATL,KXWNBAGAME,Golden State vs Atlanta Winner?,Golden State,Golden State,finalized,binary,2025-07-28 12:00:00+00:00,2025-07-30 02:04:35.393889+00:00,2025-07-30 02:30:00+00:00,2025-07-30 02:09:35.363152+00:00,"If Golden State wins the Golden State vs Atlanta professional women's basketball game originally scheduled for Jul 29, 2025, then the market resolves to Yes.","The following market refers to the Golden State vs Atlanta professional women's basketball game originally scheduled for Jul 29, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Golden State,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,270561.0,120269.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25JUL29LVLA-LA,KXWNBAGAME-25JUL29LVLA,KXWNBAGAME,Las Vegas vs Los Angeles Winner?,Los Angeles,Los Angeles,finalized,binary,2025-07-28 12:00:00+00:00,2025-07-30 04:06:19.110976+00:00,2025-07-30 05:00:00+00:00,2025-07-30 04:11:19.348782+00:00,"If Los Angeles wins the Las Vegas vs Los Angeles professional women's basketball game originally scheduled for Jul 29, 2025, then the market resolves to Yes.","The following market refers to the Las Vegas vs Los Angeles professional women's basketball game originally scheduled for Jul 29, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,133737.0,73154.0,{'basketball_team': 'd42bc7b5-1ebd-472d-b74b-ffacfe4eea18'}
KXWNBAGAME-25JUL29LVLA-LV,KXWNBAGAME-25JUL29LVLA,KXWNBAGAME,Las Vegas vs Los Angeles Winner?,Las Vegas,Las Vegas,finalized,binary,2025-07-28 12:00:00+00:00,2025-07-30 04:06:19.110976+00:00,2025-07-30 05:00:00+00:00,2025-07-30 04:11:19.348782+00:00,"If Las Vegas wins the Las Vegas vs Los Angeles professional women's basketball game originally scheduled for Jul 29, 2025, then the market resolves to Yes.","The following market refers to the Las Vegas vs Los Angeles professional women's basketball game originally scheduled for Jul 29, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,131224.0,79170.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25JUL30ATLDAL-ATL,KXWNBAGAME-25JUL30ATLDAL,KXWNBAGAME,Atlanta vs Dallas Winner?,Atlanta,Atlanta,finalized,binary,2025-07-29 12:00:00+00:00,2025-07-31 02:18:35.360275+00:00,2025-07-31 03:00:00+00:00,2025-07-31 02:23:35.175499+00:00,"If Atlanta wins the Atlanta vs Dallas professional women's basketball game originally scheduled for Jul 30, 2025, then the market resolves to Yes.","The following market refers to the Atlanta vs Dallas professional women's basketball game originally scheduled for Jul 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Atlanta,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,124389.0,53716.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
KXWNBAGAME-25JUL30ATLDAL-DAL,KXWNBAGAME-25JUL30ATLDAL,KXWNBAGAME,Atlanta vs Dallas Winner?,Dallas,Dallas,finalized,binary,2025-07-29 12:00:00+00:00,2025-07-31 02:18:35.360275+00:00,2025-07-31 03:00:00+00:00,2025-07-31 02:23:35.175499+00:00,"If Dallas wins the Atlanta vs Dallas professional women's basketball game originally scheduled for Jul 30, 2025, then the market resolves to Yes.","The following market refers to the Atlanta vs Dallas professional women's basketball game originally scheduled for Jul 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Atlanta,True,This market will close and expire after a winner is declared.,no,0.0,0.01,132823.0,49909.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25JUL30NYMIN-MIN,KXWNBAGAME-25JUL30NYMIN,KXWNBAGAME,New York vs Minnesota Winner?,Minnesota,Minnesota,finalized,binary,2025-07-29 12:00:00+00:00,2025-07-31 02:14:52.168359+00:00,2025-07-31 03:00:00+00:00,2025-07-31 02:19:52.185454+00:00,"If Minnesota wins the New York vs Minnesota professional women's basketball game originally scheduled for Jul 30, 2025, then the market resolves to Yes.","The following market refers to the New York vs Minnesota professional women's basketball game originally scheduled for Jul 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Minnesota,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,98736.0,41404.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25JUL30NYMIN-NY,KXWNBAGAME-25JUL30NYMIN,KXWNBAGAME,New York vs Minnesota Winner?,New York,New York,finalized,binary,2025-07-29 12:00:00+00:00,2025-07-31 02:14:52.168359+00:00,2025-07-31 03:00:00+00:00,2025-07-31 02:19:52.185454+00:00,"If New York wins the New York vs Minnesota professional women's basketball game originally scheduled for Jul 30, 2025, then the market resolves to Yes.","The following market refers to the New York vs Minnesota professional women's basketball game originally scheduled for Jul 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Minnesota,True,This market will close and expire after a winner is declared.,no,0.0,0.01,157178.0,95156.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25JUL30PHXIND-IND,KXWNBAGAME-25JUL30PHXIND,KXWNBAGAME,Phoenix vs Indiana Winner?,Indiana,Indiana,finalized,binary,2025-07-29 12:00:00+00:00,2025-07-31 01:26:42.528964+00:00,2025-07-31 02:00:00+00:00,2025-07-31 01:31:42.375043+00:00,"If Indiana wins the Phoenix vs Indiana professional women's basketball game originally scheduled for Jul 30, 2025, then the market resolves to Yes.","The following market refers to the Phoenix vs Indiana professional women's basketball game originally scheduled for Jul 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Indiana,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,154088.0,80205.0,{'basketball_team': '4a9939f7-dd96-474a-a036-525722701370'}
KXWNBAGAME-25JUL30PHXIND-PHX,KXWNBAGAME-25JUL30PHXIND,KXWNBAGAME,Phoenix vs Indiana Winner?,Phoenix,Phoenix,finalized,binary,2025-07-29 12:00:00+00:00,2025-07-31 01:26:42.528964+00:00,2025-07-31 02:00:00+00:00,2025-07-31 01:31:42.375043+00:00,"If Phoenix wins the Phoenix vs Indiana professional women's basketball game originally scheduled for Jul 30, 2025, then the market resolves to Yes.","The following market refers to the Phoenix vs Indiana professional women's basketball game originally scheduled for Jul 30, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Indiana,True,This market will close and expire after a winner is declared.,no,0.0,0.01,150791.0,87765.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25JUL31GSWSH-GS,KXWNBAGAME-25JUL31GSWSH,KXWNBAGAME,Golden State vs Washington Winner?,Golden State,Golden State,finalized,binary,2025-07-30 12:00:00+00:00,2025-08-01 01:54:31.591761+00:00,2025-08-01 02:30:00+00:00,2025-08-01 01:59:31.171519+00:00,"If Golden State wins the Golden State vs Washington professional women's basketball game originally scheduled for Jul 31, 2025, then the market resolves to Yes.","The following market refers to the Golden State vs Washington professional women's basketball game originally scheduled for Jul 31, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Golden State,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,272417.0,135671.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25JUL31GSWSH-WSH,KXWNBAGAME-25JUL31GSWSH,KXWNBAGAME,Golden State vs Washington Winner?,Washington,Washington,finalized,binary,2025-07-30 12:00:00+00:00,2025-08-01 01:54:31.591761+00:00,2025-08-01 02:30:00+00:00,2025-08-01 01:59:31.171519+00:00,"If Washington wins the Golden State vs Washington professional women's basketball game originally scheduled for Jul 31, 2025, then the market resolves to Yes.","The following market refers to the Golden State vs Washington professional women's basketball game originally scheduled for Jul 31, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Golden State,True,This market will close and expire after a winner is declared.,no,0.0,0.01,152382.0,54160.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25JUN01CONNNY-CONN,KXWNBAGAME-25JUN01CONNNY,KXWNBAGAME,Connecticut vs New York Winner?,Connecticut,Connecticut,finalized,binary,2025-05-31 12:05:00+00:00,2025-06-01 21:03:35.998296+00:00,2025-06-01 22:00:00+00:00,2025-06-01 21:08:36.357322+00:00,"If Connecticut wins the Connecticut vs New York professional women's basketball game originally scheduled for Jun 1, 2025, then the market resolves to Yes.","The following market refers to the Connecticut vs New York professional women's basketball game originally scheduled for Jun 1, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",New York,True,This market will close and expire after a winner is declared.,no,0.0,0.01,37768.0,37257.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
