market_ticker,event_ticker,series_ticker,title,yes_sub_title,no_sub_title,status,market_type,open_time,close_time,expected_expiration_time,settlement_ts,rules_primary,rules_secondary,expiration_value,can_close_early,early_close_condition,result,settlement_value_dollars,last_price_dollars,volume_fp,open_interest_fp,custom_strike
KXWNBAGAME-25AUG02MINLV-LV,KXWNBAGAME-25AUG02MINLV,KXWNBAGAME,Minnesota vs Las Vegas Winner?,Las Vegas,Las Vegas,finalized,binary,2025-08-01 12:00:00+00:00,2025-08-03 16:09:33.114580+00:00,2025-08-02 22:00:00+00:00,2025-08-03 16:14:33.171752+00:00,"If Las Vegas wins the Minnesota vs Las Vegas professional women's basketball game originally scheduled for Aug 2, 2025, then the market resolves to Yes.","The following market refers to the Minnesota vs Las Vegas professional women's basketball game originally scheduled for Aug 2, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Minnesota,True,This market will close and expire after a winner is declared.,no,0.0,0.01,55297.0,44620.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25AUG02MINLV-MIN,KXWNBAGAME-25AUG02MINLV,KXWNBAGAME,Minnesota vs Las Vegas Winner?,Minnesota,Minnesota,finalized,binary,2025-08-01 12:00:00+00:00,2025-08-03 16:09:33.114580+00:00,2025-08-02 22:00:00+00:00,2025-08-03 16:14:33.171752+00:00,"If Minnesota wins the Minnesota vs Las Vegas professional women's basketball game originally scheduled for Aug 2, 2025, then the market resolves to Yes.","The following market refers to the Minnesota vs Las Vegas professional women's basketball game originally scheduled for Aug 2, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Minnesota,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,88972.0,47837.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25AUG03GSLV-GS,KXWNBAGAME-25AUG03GSLV,KXWNBAGAME,Golden State vs Las Vegas Winner?,Golden State,Golden State,finalized,binary,2025-08-02 12:00:00+00:00,2025-08-04 00:06:42.153157+00:00,2025-08-04 01:00:00+00:00,2025-08-04 00:11:42.171743+00:00,"If Golden State wins the Golden State vs Las Vegas professional women's basketball game originally scheduled for Aug 3, 2025, then the market resolves to Yes.","The following market refers to the Golden State vs Las Vegas professional women's basketball game originally scheduled for Aug 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,137855.0,91270.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25AUG03GSLV-LV,KXWNBAGAME-25AUG03GSLV,KXWNBAGAME,Golden State vs Las Vegas Winner?,Las Vegas,Las Vegas,finalized,binary,2025-08-02 12:00:00+00:00,2025-08-04 00:06:42.153157+00:00,2025-08-04 01:00:00+00:00,2025-08-04 00:11:42.171743+00:00,"If Las Vegas wins the Golden State vs Las Vegas professional women's basketball game originally scheduled for Aug 3, 2025, then the market resolves to Yes.","The following market refers to the Golden State vs Las Vegas professional women's basketball game originally scheduled for Aug 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,36541.0,22457.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25AUG03INDSEA-IND,KXWNBAGAME-25AUG03INDSEA,KXWNBAGAME,Indiana vs Seattle Winner?,Indiana,Indiana,finalized,binary,2025-08-02 12:00:00+00:00,2025-08-03 21:16:47.295357+00:00,2025-08-03 22:00:00+00:00,2025-08-03 21:21:47.171777+00:00,"If Indiana wins the Indiana vs Seattle professional women's basketball game originally scheduled for Aug 3, 2025, then the market resolves to Yes.","The following market refers to the Indiana vs Seattle professional women's basketball game originally scheduled for Aug 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Indiana,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,158181.0,100736.0,{'basketball_team': '4a9939f7-dd96-474a-a036-525722701370'}
KXWNBAGAME-25AUG03INDSEA-SEA,KXWNBAGAME-25AUG03INDSEA,KXWNBAGAME,Indiana vs Seattle Winner?,Seattle,Seattle,finalized,binary,2025-08-02 12:00:00+00:00,2025-08-03 21:16:47.295357+00:00,2025-08-03 22:00:00+00:00,2025-08-03 21:21:47.171777+00:00,"If Seattle wins the Indiana vs Seattle professional women's basketball game originally scheduled for Aug 3, 2025, then the market resolves to Yes.","The following market refers to the Indiana vs Seattle professional women's basketball game originally scheduled for Aug 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Indiana,True,This market will close and expire after a winner is declared.,no,0.0,0.01,108033.0,57071.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25AUG03NYCONN-CONN,KXWNBAGAME-25AUG03NYCONN,KXWNBAGAME,New York vs Connecticut Winner?,Connecticut,Connecticut,finalized,binary,2025-08-02 12:00:00+00:00,2025-08-03 19:12:57.333952+00:00,2025-08-03 20:00:00+00:00,2025-08-03 19:17:57.245380+00:00,"If Connecticut wins the New York vs Connecticut professional women's basketball game originally scheduled for Aug 3, 2025, then the market resolves to Yes.","The following market refers to the New York vs Connecticut professional women's basketball game originally scheduled for Aug 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",New York,True,This market will close and expire after a winner is declared.,no,0.0,0.01,144825.0,122692.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25AUG03NYCONN-NY,KXWNBAGAME-25AUG03NYCONN,KXWNBAGAME,New York vs Connecticut Winner?,New York,New York,finalized,binary,2025-08-02 12:00:00+00:00,2025-08-03 19:12:57.333952+00:00,2025-08-03 20:00:00+00:00,2025-08-03 19:17:57.245380+00:00,"If New York wins the New York vs Connecticut professional women's basketball game originally scheduled for Aug 3, 2025, then the market resolves to Yes.","The following market refers to the New York vs Connecticut professional women's basketball game originally scheduled for Aug 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",New York,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,64366.0,55113.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25AUG03PHXCHI-CHI,KXWNBAGAME-25AUG03PHXCHI,KXWNBAGAME,Phoenix vs Chicago Winner?,Chicago,Chicago,finalized,binary,2025-08-02 12:00:00+00:00,2025-08-03 23:58:33.576614+00:00,2025-08-04 01:00:00+00:00,2025-08-04 00:03:33.171692+00:00,"If Chicago wins the Phoenix vs Chicago professional women's basketball game originally scheduled for Aug 3, 2025, then the market resolves to Yes.","The following market refers to the Phoenix vs Chicago professional women's basketball game originally scheduled for Aug 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Phoenix,True,This market will close and expire after a winner is declared.,no,0.0,0.01,152261.0,121248.0,{'basketball_team': '3512bac1-d718-416b-bd86-697f361f6e68'}
KXWNBAGAME-25AUG03PHXCHI-PHX,KXWNBAGAME-25AUG03PHXCHI,KXWNBAGAME,Phoenix vs Chicago Winner?,Phoenix,Phoenix,finalized,binary,2025-08-02 12:00:00+00:00,2025-08-03 23:58:33.576614+00:00,2025-08-04 01:00:00+00:00,2025-08-04 00:03:33.171692+00:00,"If Phoenix wins the Phoenix vs Chicago professional women's basketball game originally scheduled for Aug 3, 2025, then the market resolves to Yes.","The following market refers to the Phoenix vs Chicago professional women's basketball game originally scheduled for Aug 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Phoenix,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,57187.0,35238.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25AUG03WSHATL-ATL,KXWNBAGAME-25AUG03WSHATL,KXWNBAGAME,Washington vs Atlanta Winner?,Atlanta,Atlanta,finalized,binary,2025-08-02 12:00:00+00:00,2025-08-03 21:16:48.587041+00:00,2025-08-03 22:00:00+00:00,2025-08-03 21:21:50.781230+00:00,"If Atlanta wins the Washington vs Atlanta professional women's basketball game originally scheduled for Aug 3, 2025, then the market resolves to Yes.","The following market refers to the Washington vs Atlanta professional women's basketball game originally scheduled for Aug 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Atlanta,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,59503.0,36418.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
KXWNBAGAME-25AUG03WSHATL-WSH,KXWNBAGAME-25AUG03WSHATL,KXWNBAGAME,Washington vs Atlanta Winner?,Washington,Washington,finalized,binary,2025-08-02 12:00:00+00:00,2025-08-03 21:16:48.587041+00:00,2025-08-03 22:00:00+00:00,2025-08-03 21:21:50.781230+00:00,"If Washington wins the Washington vs Atlanta professional women's basketball game originally scheduled for Aug 3, 2025, then the market resolves to Yes.","The following market refers to the Washington vs Atlanta professional women's basketball game originally scheduled for Aug 3, 2025. If this game/series is postponed or delayed, the market will remain open and close after the rescheduled game/series has finished (within two years). If the cancelled game/series is not played, rescheduled, or declared a tie, the market will resolve to 50/50 for all teams.",Atlanta,True,This market will close and expire after a winner is declared.,no,0.0,0.01,90752.0,48875.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25AUG05CONNPHX-CONN,KXWNBAGAME-25AUG05CONNPHX,KXWNBAGAME,Connecticut vs Phoenix Winner?,Connecticut,Connecticut,finalized,binary,2025-08-04 12:00:00+00:00,2025-08-06 04:15:33.799318+00:00,2025-08-06 05:00:00+00:00,2025-08-06 04:20:33.591652+00:00,"If Connecticut wins the Connecticut vs Phoenix professional women's basketball game originally scheduled for Aug 5, 2025, then the market resolves to Yes.",,Phoenix,True,This market will close and expire after a winner is declared.,no,0.0,0.01,115506.0,81346.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25AUG05CONNPHX-PHX,KXWNBAGAME-25AUG05CONNPHX,KXWNBAGAME,Connecticut vs Phoenix Winner?,Phoenix,Phoenix,finalized,binary,2025-08-04 12:00:00+00:00,2025-08-06 04:15:33.799318+00:00,2025-08-06 05:00:00+00:00,2025-08-06 04:20:33.591652+00:00,"If Phoenix wins the Connecticut vs Phoenix professional women's basketball game originally scheduled for Aug 5, 2025, then the market resolves to Yes.",,Phoenix,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,25000.0,20295.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25AUG05DALNY-DAL,KXWNBAGAME-25AUG05DALNY,KXWNBAGAME,Dallas vs New York Winner?,Dallas,Dallas,finalized,binary,2025-08-04 12:00:00+00:00,2025-08-06 01:05:56.123873+00:00,2025-08-06 02:00:00+00:00,2025-08-06 01:10:56.581523+00:00,"If Dallas wins the Dallas vs New York professional women's basketball game originally scheduled for Aug 5, 2025, then the market resolves to Yes.",,New York,True,This market will close and expire after a winner is declared.,no,0.0,0.01,136057.0,94717.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25AUG05DALNY-NY,KXWNBAGAME-25AUG05DALNY,KXWNBAGAME,Dallas vs New York Winner?,New York,New York,finalized,binary,2025-08-04 12:00:00+00:00,2025-08-06 01:05:56.123873+00:00,2025-08-06 02:00:00+00:00,2025-08-06 01:10:56.581523+00:00,"If New York wins the Dallas vs New York professional women's basketball game originally scheduled for Aug 5, 2025, then the market resolves to Yes.",,New York,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,68598.0,42714.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25AUG05INDLA-IND,KXWNBAGAME-25AUG05INDLA,KXWNBAGAME,Indiana vs Los Angeles Winner?,Indiana,Indiana,finalized,binary,2025-08-04 12:00:00+00:00,2025-08-06 04:16:52.418859+00:00,2025-08-06 05:00:00+00:00,2025-08-06 04:21:52.570918+00:00,"If Indiana wins the Indiana vs Los Angeles professional women's basketball game originally scheduled for Aug 5, 2025, then the market resolves to Yes.",,Los Angeles,True,This market will close and expire after a winner is declared.,no,0.0,0.03,61962.0,38100.0,{'basketball_team': '4a9939f7-dd96-474a-a036-525722701370'}
KXWNBAGAME-25AUG05INDLA-LA,KXWNBAGAME-25AUG05INDLA,KXWNBAGAME,Indiana vs Los Angeles Winner?,Los Angeles,Los Angeles,finalized,binary,2025-08-04 12:00:00+00:00,2025-08-06 04:16:52.418859+00:00,2025-08-06 05:00:00+00:00,2025-08-06 04:21:52.570918+00:00,"If Los Angeles wins the Indiana vs Los Angeles professional women's basketball game originally scheduled for Aug 5, 2025, then the market resolves to Yes.",,Los Angeles,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,67310.0,46763.0,{'basketball_team': 'd42bc7b5-1ebd-472d-b74b-ffacfe4eea18'}
KXWNBAGAME-25AUG05MINSEA-MIN,KXWNBAGAME-25AUG05MINSEA,KXWNBAGAME,Minnesota vs Seattle Winner?,Minnesota,Minnesota,finalized,binary,2025-08-04 12:00:00+00:00,2025-08-06 04:15:32.872184+00:00,2025-08-06 05:00:00+00:00,2025-08-06 04:20:33.570997+00:00,"If Minnesota wins the Minnesota vs Seattle professional women's basketball game originally scheduled for Aug 5, 2025, then the market resolves to Yes.",,Minnesota,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,176125.0,81594.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25AUG05MINSEA-SEA,KXWNBAGAME-25AUG05MINSEA,KXWNBAGAME,Minnesota vs Seattle Winner?,Seattle,Seattle,finalized,binary,2025-08-04 12:00:00+00:00,2025-08-06 04:15:32.872184+00:00,2025-08-06 05:00:00+00:00,2025-08-06 04:20:33.570997+00:00,"If Seattle wins the Minnesota vs Seattle professional women's basketball game originally scheduled for Aug 5, 2025, then the market resolves to Yes.",,Minnesota,True,This market will close and expire after a winner is declared.,no,0.0,0.01,130456.0,85198.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25AUG05WSHCHI-CHI,KXWNBAGAME-25AUG05WSHCHI,KXWNBAGAME,Washington vs Chicago Winner?,Chicago,Chicago,finalized,binary,2025-08-04 12:00:00+00:00,2025-08-06 01:58:31.945001+00:00,2025-08-06 03:00:00+00:00,2025-08-06 02:03:32.581169+00:00,"If Chicago wins the Washington vs Chicago professional women's basketball game originally scheduled for Aug 5, 2025, then the market resolves to Yes.",,Chicago,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,84801.0,51378.0,{'basketball_team': '3512bac1-d718-416b-bd86-697f361f6e68'}
KXWNBAGAME-25AUG05WSHCHI-WSH,KXWNBAGAME-25AUG05WSHCHI,KXWNBAGAME,Washington vs Chicago Winner?,Washington,Washington,finalized,binary,2025-08-04 12:00:00+00:00,2025-08-06 01:58:31.945001+00:00,2025-08-06 03:00:00+00:00,2025-08-06 02:03:32.581169+00:00,"If Washington wins the Washington vs Chicago professional women's basketball game originally scheduled for Aug 5, 2025, then the market resolves to Yes.",,Chicago,True,This market will close and expire after a winner is declared.,no,0.0,0.01,69860.0,45898.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25AUG06LVGS-GS,KXWNBAGAME-25AUG06LVGS,KXWNBAGAME,Las Vegas vs Golden State Winner?,Golden State,Golden State,finalized,binary,2025-08-05 12:00:00+00:00,2025-08-07 04:29:15.482183+00:00,2025-08-07 05:00:00+00:00,2025-08-07 04:34:15.850238+00:00,"If Golden State wins the Las Vegas vs Golden State professional women's basketball game originally scheduled for Aug 6, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,200069.0,136634.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25AUG06LVGS-LV,KXWNBAGAME-25AUG06LVGS,KXWNBAGAME,Las Vegas vs Golden State Winner?,Las Vegas,Las Vegas,finalized,binary,2025-08-05 12:00:00+00:00,2025-08-07 04:29:15.482183+00:00,2025-08-07 05:00:00+00:00,2025-08-07 04:34:15.850238+00:00,"If Las Vegas wins the Las Vegas vs Golden State professional women's basketball game originally scheduled for Aug 6, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,123551.0,69296.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25AUG07ATLCHI-ATL,KXWNBAGAME-25AUG07ATLCHI,KXWNBAGAME,Atlanta vs Chicago Winner?,Atlanta,Atlanta,finalized,binary,2025-08-06 12:00:00+00:00,2025-08-08 02:08:46.719676+00:00,2025-08-08 03:00:00+00:00,2025-08-08 02:13:46.670713+00:00,"If Atlanta wins the Atlanta vs Chicago professional women's basketball game originally scheduled for Aug 7, 2025, then the market resolves to Yes.",,Atlanta,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,51893.0,32277.0,{'basketball_team': 'b981c23e-ac45-4e4f-b2b3-cf434a4b1eb3'}
KXWNBAGAME-25AUG07ATLCHI-CHI,KXWNBAGAME-25AUG07ATLCHI,KXWNBAGAME,Atlanta vs Chicago Winner?,Chicago,Chicago,finalized,binary,2025-08-06 12:00:00+00:00,2025-08-08 02:08:46.719676+00:00,2025-08-08 03:00:00+00:00,2025-08-08 02:13:46.670713+00:00,"If Chicago wins the Atlanta vs Chicago professional women's basketball game originally scheduled for Aug 7, 2025, then the market resolves to Yes.",,Atlanta,True,This market will close and expire after a winner is declared.,no,0.0,0.01,160208.0,106149.0,{'basketball_team': '3512bac1-d718-416b-bd86-697f361f6e68'}
KXWNBAGAME-25AUG07CONNLA-CONN,KXWNBAGAME-25AUG07CONNLA,KXWNBAGAME,Connecticut vs Los Angeles Winner?,Connecticut,Connecticut,finalized,binary,2025-08-06 12:00:00+00:00,2025-08-08 04:16:58.433213+00:00,2025-08-08 05:00:00+00:00,2025-08-08 04:21:58.660695+00:00,"If Connecticut wins the Connecticut vs Los Angeles professional women's basketball game originally scheduled for Aug 7, 2025, then the market resolves to Yes.",,Los Angeles,True,This market will close and expire after a winner is declared.,no,0.0,0.01,220691.0,154106.0,{'basketball_team': 'f3080452-0b28-45e8-adf6-5b0cfa8347bd'}
KXWNBAGAME-25AUG07CONNLA-LA,KXWNBAGAME-25AUG07CONNLA,KXWNBAGAME,Connecticut vs Los Angeles Winner?,Los Angeles,Los Angeles,finalized,binary,2025-08-06 12:00:00+00:00,2025-08-08 04:16:58.433213+00:00,2025-08-08 05:00:00+00:00,2025-08-08 04:21:58.660695+00:00,"If Los Angeles wins the Connecticut vs Los Angeles professional women's basketball game originally scheduled for Aug 7, 2025, then the market resolves to Yes.",,Los Angeles,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,117059.0,70445.0,{'basketball_team': 'd42bc7b5-1ebd-472d-b74b-ffacfe4eea18'}
KXWNBAGAME-25AUG07INDPHX-IND,KXWNBAGAME-25AUG07INDPHX,KXWNBAGAME,Indiana vs Phoenix Winner?,Indiana,Indiana,finalized,binary,2025-08-06 12:00:00+00:00,2025-08-08 04:16:59.744653+00:00,2025-08-08 05:00:00+00:00,2025-08-08 04:22:02.249789+00:00,"If Indiana wins the Indiana vs Phoenix professional women's basketball game originally scheduled for Aug 7, 2025, then the market resolves to Yes.",,Phoenix,True,This market will close and expire after a winner is declared.,no,0.0,0.01,107882.0,80683.0,{'basketball_team': '4a9939f7-dd96-474a-a036-525722701370'}
KXWNBAGAME-25AUG07INDPHX-PHX,KXWNBAGAME-25AUG07INDPHX,KXWNBAGAME,Indiana vs Phoenix Winner?,Phoenix,Phoenix,finalized,binary,2025-08-06 12:00:00+00:00,2025-08-08 04:16:59.744653+00:00,2025-08-08 05:00:00+00:00,2025-08-08 04:22:02.249789+00:00,"If Phoenix wins the Indiana vs Phoenix professional women's basketball game originally scheduled for Aug 7, 2025, then the market resolves to Yes.",,Phoenix,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,78350.0,50052.0,{'basketball_team': 'a007957c-46fa-4d50-82f8-48dd4da02ba6'}
KXWNBAGAME-25AUG08NYDAL-DAL,KXWNBAGAME-25AUG08NYDAL,KXWNBAGAME,New York vs Dallas Winner?,Dallas,Dallas,finalized,binary,2025-08-07 12:00:00+00:00,2025-08-09 01:46:42.293679+00:00,2025-08-09 02:30:00+00:00,2025-08-09 01:51:42.649428+00:00,"If Dallas wins the New York vs Dallas professional women's basketball game originally scheduled for Aug 8, 2025, then the market resolves to Yes.",,New York,True,This market will close and expire after a winner is declared.,no,0.0,0.01,116210.0,85403.0,{'basketball_team': 'e1f8423b-aac4-4be1-a81e-934ca854f69c'}
KXWNBAGAME-25AUG08NYDAL-NY,KXWNBAGAME-25AUG08NYDAL,KXWNBAGAME,New York vs Dallas Winner?,New York,New York,finalized,binary,2025-08-07 12:00:00+00:00,2025-08-09 01:46:42.293679+00:00,2025-08-09 02:30:00+00:00,2025-08-09 01:51:42.649428+00:00,"If New York wins the New York vs Dallas professional women's basketball game originally scheduled for Aug 8, 2025, then the market resolves to Yes.",,New York,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,65553.0,43248.0,{'basketball_team': '604e3820-06da-4bec-911b-63b33d203d42'}
KXWNBAGAME-25AUG08SEALV-LV,KXWNBAGAME-25AUG08SEALV,KXWNBAGAME,Seattle vs Las Vegas Winner?,Las Vegas,Las Vegas,finalized,binary,2025-08-07 12:00:00+00:00,2025-08-09 04:10:48.015621+00:00,2025-08-09 05:00:00+00:00,2025-08-09 04:15:48.649441+00:00,"If Las Vegas wins the Seattle vs Las Vegas professional women's basketball game originally scheduled for Aug 8, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,142707.0,65724.0,{'basketball_team': '3b8c40d9-1fac-4fb2-b861-dc3e2331d799'}
KXWNBAGAME-25AUG08SEALV-SEA,KXWNBAGAME-25AUG08SEALV,KXWNBAGAME,Seattle vs Las Vegas Winner?,Seattle,Seattle,finalized,binary,2025-08-07 12:00:00+00:00,2025-08-09 04:10:48.015621+00:00,2025-08-09 05:00:00+00:00,2025-08-09 04:15:48.649441+00:00,"If Seattle wins the Seattle vs Las Vegas professional women's basketball game originally scheduled for Aug 8, 2025, then the market resolves to Yes.",,Las Vegas,True,This market will close and expire after a winner is declared.,no,0.0,0.01,145178.0,89949.0,{'basketball_team': 'db3626f5-9c8b-4c2b-85d4-e29b5a0520f9'}
KXWNBAGAME-25AUG08WSHMIN-MIN,KXWNBAGAME-25AUG08WSHMIN,KXWNBAGAME,Washington vs Minnesota Winner?,Minnesota,Minnesota,finalized,binary,2025-08-07 12:00:00+00:00,2025-08-09 01:54:38.655539+00:00,2025-08-09 02:30:00+00:00,2025-08-09 01:59:38.649816+00:00,"If Minnesota wins the Washington vs Minnesota professional women's basketball game originally scheduled for Aug 8, 2025, then the market resolves to Yes.",,Minnesota,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,96850.0,41857.0,{'basketball_team': 'a7cfa9e6-9741-48f0-a041-18915949e1c4'}
KXWNBAGAME-25AUG08WSHMIN-WSH,KXWNBAGAME-25AUG08WSHMIN,KXWNBAGAME,Washington vs Minnesota Winner?,Washington,Washington,finalized,binary,2025-08-07 12:00:00+00:00,2025-08-09 01:54:38.655539+00:00,2025-08-09 02:30:00+00:00,2025-08-09 01:59:38.649816+00:00,"If Washington wins the Washington vs Minnesota professional women's basketball game originally scheduled for Aug 8, 2025, then the market resolves to Yes.",,Minnesota,True,This market will close and expire after a winner is declared.,no,0.0,0.01,115688.0,50962.0,{'basketball_team': '249eb221-9551-49f8-be0e-e0364a897126'}
KXWNBAGAME-25AUG09CHIIND-CHI,KXWNBAGAME-25AUG09CHIIND,KXWNBAGAME,Chicago vs Indiana Winner?,Chicago,Chicago,finalized,binary,2025-08-08 12:00:00+00:00,2025-08-10 02:06:48.950689+00:00,2025-08-10 03:00:00+00:00,2025-08-10 02:11:49.649465+00:00,"If Chicago wins the Chicago vs Indiana professional women's basketball game originally scheduled for Aug 9, 2025, then the market resolves to Yes.",,Indiana,True,This market will close and expire after a winner is declared.,no,0.0,0.01,65592.0,46256.0,{'basketball_team': '3512bac1-d718-416b-bd86-697f361f6e68'}
KXWNBAGAME-25AUG09CHIIND-IND,KXWNBAGAME-25AUG09CHIIND,KXWNBAGAME,Chicago vs Indiana Winner?,Indiana,Indiana,finalized,binary,2025-08-08 12:00:00+00:00,2025-08-10 02:06:48.950689+00:00,2025-08-10 03:00:00+00:00,2025-08-10 02:11:49.649465+00:00,"If Indiana wins the Chicago vs Indiana professional women's basketball game originally scheduled for Aug 9, 2025, then the market resolves to Yes.",,Indiana,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,31998.0,23485.0,{'basketball_team': '4a9939f7-dd96-474a-a036-525722701370'}
KXWNBAGAME-25AUG09LAGS-GS,KXWNBAGAME-25AUG09LAGS,KXWNBAGAME,Los Angeles vs Golden State Winner?,Golden State,Golden State,finalized,binary,2025-08-08 12:00:00+00:00,2025-08-10 02:41:19.888975+00:00,2025-08-10 03:30:00+00:00,2025-08-10 02:46:20.650052+00:00,"If Golden State wins the Los Angeles vs Golden State professional women's basketball game originally scheduled for Aug 9, 2025, then the market resolves to Yes.",,Golden State,True,This market will close and expire after a winner is declared.,yes,1.0,0.99,243262.0,70149.0,{'basketball_team': '3da59c6b-c58b-4900-88cf-cf8382611868'}
KXWNBAGAME-25AUG09LAGS-LA,KXWNBAGAME-25AUG09LAGS,KXWNBAGAME,Los Angeles vs Golden State Winner?,Los Angeles,Los Angeles,finalized,binary,2025-08-08 12:00:00+00:00,2025-08-10 02:41:19.888975+00:00,2025-08-10 03:30:00+00:00,2025-08-10 02:46:20.650052+00:00,"If Los Angeles wins the Los Angeles vs Golden State professional women's basketball game originally scheduled for Aug 9, 2025, then the market resolves to Yes.",,Golden State,True,This market will close and expire after a winner is declared.,no,0.0,0.01,140662.0,43547.0,{'basketball_team': 'd42bc7b5-1ebd-472d-b74b-ffacfe4eea18'}
